detail_page,title,rating,reviews,price,seller_name,images,video_link,designed_by,link,total_sales
https://www.etsy.com/listing/1648521387/tooled-leather-phone-case?click_key=eda108da57de1eb3097990381701f09d96e8e0d0%3A1648521387&click_sum=65eedd98&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334209-16-1&cns=1,Tooled leather phone case,4.8229,"4,194 reviews",USD 50.00, WillowCrkBoutique,"https://i.etsystatic.com/24758354/r/il/d10beb/5683385545/il_794xN.5683385545_4skp.jpg,https://i.etsystatic.com/24758354/r/il/fad706/5635321772/il_794xN.5635321772_d1sw.jpg",, WillowCrkBoutique,https://www.etsy.com/shop/WillowCrkBoutique,"16,295 Sales"
https://www.etsy.com/listing/1781948369/vintage-sequined-mosaic-scrapbook?click_key=fc52c51c9fdbd8abd7ed89c1a0fd498c6450a3a6%3A1781948369&click_sum=ed9319c7&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334209-16-2&pro=1&pop=1&search_preloaded_img=1,"Vintage Sequined Mosaic Scrapbook Collage Phone Case for iPhone, Samsung Galaxy, Google Pixel Mosaic Charms phone case. Colorful Mosaic Art",4.8511,47 shop reviews,USD 28.13, ArtscapeMarket,"https://i.etsystatic.com/49182015/r/il/cb7b5d/6245262564/il_794xN.6245262564_qr59.jpg,https://i.etsystatic.com/49182015/r/il/bff4a0/6213444560/il_794xN.6213444560_stcd.jpg,https://i.etsystatic.com/49182015/r/il/4dbcd8/6217788792/il_794xN.6217788792_g0xd.jpg,https://i.etsystatic.com/49182015/r/il/a8c62d/6213444540/il_794xN.6213444540_1500.jpg,https://i.etsystatic.com/49182015/r/il/97adba/6213421588/il_794xN.6213421588_jrxj.jpg,https://i.etsystatic.com/49182015/r/il/68684d/6261479679/il_794xN.6261479679_s7nx.jpg,https://i.etsystatic.com/49182015/r/il/54e099/6217788766/il_794xN.6217788766_hj63.jpg,https://i.etsystatic.com/49182015/r/il/367bf2/6213444514/il_794xN.6213444514_lctl.jpg,https://i.etsystatic.com/49182015/r/il/b74f40/6213425916/il_794xN.6213425916_riqc.jpg,https://i.etsystatic.com/49182015/r/il/b4bffe/6213424640/il_794xN.6213424640_ldfp.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/Green_Minimalist_New_Catalogue_Video_Collage-3_ispklv.mp4", ArtscapeMarket,https://www.etsy.com/shop/ArtscapeMarket,223 Sales
https://www.etsy.com/listing/1734677771/personalized-magsafe-faloney-suede-case?click_key=eecdab9cc8c42778fb1f71c4ef34a5f7dfd95fad%3A1734677771&click_sum=fed5dabb&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334209-16-3&pop=1,Personalized MAGSAFE Faloney Suede Case for iPhone 16 15 Pro iPhone 14 Initials Engraving/ NAME Engraved Vegan Leather Phone case Gift idea,4.8298,282 reviews,USD 12.80+, CreateStardust,"https://i.etsystatic.com/35402954/r/il/f8ef5b/6052488321/il_794xN.6052488321_b2ej.jpg,https://i.etsystatic.com/35402954/r/il/f0a8ad/6004411336/il_794xN.6004411336_g1ha.jpg,https://i.etsystatic.com/35402954/r/il/0fe78b/6054734191/il_794xN.6054734191_ybon.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/file_yssf6q.mp4", CreateStardust,https://www.etsy.com/shop/CreateStardust,"1,247 Sales"
https://www.etsy.com/listing/1744048361/narcissist-half-mirror-half-art-phone?click_key=c8f40f39288bfea3d9a11e50abd7de1b351fcf01%3A1744048361&click_sum=5fb65f08&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334209-16-4&pro=1&pop=1,Narcissist Half Mirror Half Art Phone Case,4.7778,9 reviews,USD 18.00+, TheGreatIndoorsUS,"https://i.etsystatic.com/52882097/c/1080/857/0/110/il/fa0df3/6044912590/il_794xN.6044912590_tgh6.jpg,https://i.etsystatic.com/52882097/r/il/991a84/6092983065/il_794xN.6092983065_amfg.jpg,https://i.etsystatic.com/52882097/r/il/6486a5/6044907000/il_794xN.6044907000_rmpe.jpg,https://i.etsystatic.com/52882097/r/il/759925/6092979625/il_794xN.6092979625_nnjp.jpg,https://i.etsystatic.com/52882097/r/il/ba7db8/6044910242/il_794xN.6044910242_7h9m.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/Narciss_cbvleg.mp4", TheGreatIndoorsUS,https://www.etsy.com/shop/TheGreatIndoorsUS,46 Sales
https://www.etsy.com/listing/1721787303/colorful-mosaic-phone-case-vintage?click_key=92cb26d7291e418fcca971182120f0be2b18d49a%3A1721787303&click_sum=670bd8f0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334210-16-1&pro=1&sts=1&content_source=e44c30bd6cfdb6af60b0a2066976c4724eeb23b0%253A1721787303,"Colorful Mosaic Phone Case, Vintage Mosaic Art, Cute Festival Phone Case, iPhone 15 14 13 12 11 Pro Max 8 Plus X, Samsung Galaxy S23 S22 S20",4.881,132 shop reviews,USD 25.50, DreamsCase,"https://i.etsystatic.com/25063470/c/2459/1954/304/514/il/e5113a/5949204828/il_794xN.5949204828_hdht.jpg,https://i.etsystatic.com/25063470/r/il/c6a5a8/5949188540/il_794xN.5949188540_9usn.jpg,https://i.etsystatic.com/25063470/r/il/592be3/5997279851/il_794xN.5997279851_nizk.jpg,https://i.etsystatic.com/25063470/r/il/857029/5997279867/il_794xN.5997279867_cm09.jpg,https://i.etsystatic.com/25063470/r/il/76937d/6143275819/il_794xN.6143275819_mvsz.jpg,https://i.etsystatic.com/25063470/r/il/433236/6095194372/il_794xN.6095194372_bd71.jpg,https://i.etsystatic.com/25063470/r/il/996f93/6095194374/il_794xN.6095194374_tdws.jpg,https://i.etsystatic.com/25063470/r/il/eddb44/5949203942/il_794xN.5949203942_khmi.jpg,https://i.etsystatic.com/25063470/r/il/a8eee4/6143275825/il_794xN.6143275825_2ryn.jpg,https://i.etsystatic.com/25063470/r/il/2e65d8/6143275821/il_794xN.6143275821_cmp3.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/Check_ou_grzdek.mp4", DreamsCase,https://www.etsy.com/shop/DreamsCase,695 Sales
https://www.etsy.com/listing/1258919552/checked-phone-case-available-in-iphone?click_key=de20315dd847dec0ba97f54cfb372a6be3ef31fd%3A1258919552&click_sum=2f46d187&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334210-16-2&content_source=1719d6934ff2e48f19b9f4b384a65aab76358ae4%253A1258919552,Checked Phone case *available in iPhone and android* iPhone 6 7 8 plus iPhone X XR XS max 11 12 13 14 iPhone 15 16 Pro Max Samsung Huawei,4.6014,"3,841 reviews",USD 16.45, byzoecharlotte,,, byzoecharlotte,https://www.etsy.com/shop/byzoecharlotte,"17,797 Sales"
https://www.etsy.com/listing/1692694515/custom-resin-trinket-charm-phone-case?click_key=f2052f7d34b82684e0eefdd44a252fccc96d103a%3A1692694515&click_sum=11ff99dd&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334210-16-3&ret=1&content_source=c928de5a7ea2a381896620d9295afefc31590de5%253A1692694515,custom resin trinket charm phone case (EXAMPLE),5,9 shop reviews,USD 45.00, unresinable,"https://i.etsystatic.com/50873318/r/il/9f8ddf/5822881862/il_794xN.5822881862_a043.jpg,https://i.etsystatic.com/50873318/r/il/d07018/5826139054/il_794xN.5826139054_541n.jpg,https://i.etsystatic.com/50873318/r/il/de2f76/5826137984/il_794xN.5826137984_ao3j.jpg,https://i.etsystatic.com/50873318/r/il/97371b/5874232371/il_794xN.5874232371_7jw3.jpg",, unresinable,https://www.etsy.com/shop/unresinable,33 Sales
https://www.etsy.com/listing/1597522424/ghostface-scream-phone-case-halloween?click_key=ab579d89d82098d448258d26fb905102e744221d%3A1597522424&click_sum=ed58ec18&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334210-16-4&cns=1&content_source=afb8e094a21e4edebcfed46e2dc4fff6484fe61c%253A1597522424,"Ghostface Scream Phone Case Halloween Gift, Horror iphone 15 Pro Max case, Scary Phone cover for Samsung S23 S22 Halloween costume accessory",5,10 shop reviews,USD 34.68+, CaseCult,"https://i.etsystatic.com/27346695/c/2116/1682/497/144/il/717a75/5507515378/il_794xN.5507515378_wehx.jpg,https://i.etsystatic.com/27346695/r/il/61d5a7/5555629719/il_794xN.5555629719_4ry0.jpg,https://i.etsystatic.com/27346695/r/il/96103c/5555629707/il_794xN.5555629707_q99w.jpg,https://i.etsystatic.com/27346695/r/il/aeecc7/5373420665/il_794xN.5373420665_4gq7.jpg,https://i.etsystatic.com/27346695/r/il/b16016/5325248130/il_794xN.5325248130_jusy.jpg,https://i.etsystatic.com/27346695/r/il/c44c27/5325248144/il_794xN.5325248144_i0vg.jpg,https://i.etsystatic.com/27346695/r/il/7566c6/5520314991/il_794xN.5520314991_ltwh.jpg",, CaseCult,https://www.etsy.com/shop/CaseCult,24 Sales
https://www.etsy.com/listing/1693610349/scripture-scrapbook-phone-case-jesus?click_key=3c8ecc1658f38cbab83821cd97998eef2b91eb8d%3A1693610349&click_sum=add0ef8e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334210-16-5&pro=1&sts=1&content_source=8cceeaa6e8bb6cea6b7f900c1c4f3b21ae25587c%253A1693610349,"Scripture Scrapbook phone case, Jesus collage phone case, iPhone 15, 14, 13, 12, 11, Samsung Galaxy S23 S22 S20 Ultra, Christian pone case",4.9851,67 reviews,USD 24.75, GbbyByAnnie,"https://i.etsystatic.com/39174897/r/il/525564/5937825079/il_794xN.5937825079_eczw.jpg,https://i.etsystatic.com/39174897/r/il/235e5d/5937827123/il_794xN.5937827123_8uew.jpg,https://i.etsystatic.com/39174897/r/il/fb9135/5889754534/il_794xN.5889754534_oib9.jpg,https://i.etsystatic.com/39174897/r/il/e91e50/5889756792/il_794xN.5889756792_nq0e.jpg,https://i.etsystatic.com/39174897/r/il/303134/5889758358/il_794xN.5889758358_3bua.jpg,https://i.etsystatic.com/39174897/r/il/82603d/5937834215/il_794xN.5937834215_ehvt.jpg,https://i.etsystatic.com/39174897/r/il/109593/5937836851/il_794xN.5937836851_87v9.jpg,https://i.etsystatic.com/39174897/r/il/9cbbd0/5889764244/il_794xN.5889764244_i0dl.jpg,https://i.etsystatic.com/39174897/r/il/1f0b9f/5937841609/il_794xN.5937841609_ae8y.jpg,https://i.etsystatic.com/39174897/r/il/33b296/5889768432/il_794xN.5889768432_fi51.jpg",, GbbyByAnnie,https://www.etsy.com/shop/GbbyByAnnie,193 Sales
https://www.etsy.com/listing/1685456156/coastal-coquette-collage-phone-case?click_key=867afcc31fc41f3d0d6419b7ae3374e83c1412e6%3A1685456156&click_sum=bca525e2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-334210-16-6&sts=1&content_source=bf98d9ffafcbaf1a9535e3406929588f8ffc8a22%253A1685456156,"Coastal Coquette Collage Phone Case, Preppy and Cute Aesthetic, iPhone 15 14 13 12 11 Pro Max 8 Plus X, Samsung Galaxy S23 S22 S20 Ultra",4.8889,18 shop reviews,USD 29.85, FeldonDesign,"https://i.etsystatic.com/45764268/r/il/660ff9/5856451880/il_794xN.5856451880_8kms.jpg,https://i.etsystatic.com/45764268/r/il/058469/5856451884/il_794xN.5856451884_r5pq.jpg,https://i.etsystatic.com/45764268/r/il/b0b4ac/5856381112/il_794xN.5856381112_9mzb.jpg,https://i.etsystatic.com/45764268/r/il/a7578f/5856451882/il_794xN.5856451882_j5hh.jpg,https://i.etsystatic.com/45764268/r/il/43af00/5904547233/il_794xN.5904547233_qa3f.jpg,https://i.etsystatic.com/45764268/r/il/5ef598/5904547369/il_794xN.5904547369_pjtg.jpg",, FeldonDesign,https://www.etsy.com/shop/FeldonDesign,116 Sales
