detail_page,title,rating,reviews,price,seller_name,images,video_link,designed_by,link,total_sales
https://www.etsy.com/listing/1727209895/black-dark-moody-floral-academia-gothic?click_key=f85a864c2731a5be5bf0d510684c93556438dac1%3A1727209895&click_sum=fdded3fa&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958507-15-1,Black Dark Moody Floral Academia Gothic Samsung Galaxy Tough Case S23  S22 S21 Plus Ultra iPhone 15 14 Pro Max | Glossy or Matte,4.8609,348 shop reviews,USD 24.00, FloralDelightsCo,"https://i.etsystatic.com/45010296/r/il/fcd130/6020684425/il_794xN.6020684425_gx29.jpg,https://i.etsystatic.com/45010296/r/il/908636/6020684449/il_794xN.6020684449_8uul.jpg,https://i.etsystatic.com/45010296/r/il/8b7509/5972604694/il_794xN.5972604694_rfed.jpg,https://i.etsystatic.com/45010296/r/il/e0fa81/6020684447/il_794xN.6020684447_9qvv.jpg,https://i.etsystatic.com/45010296/r/il/4b0c9a/6020684445/il_794xN.6020684445_d8qt.jpg,https://i.etsystatic.com/45010296/r/il/40e580/5972601108/il_794xN.5972601108_35n8.jpg,https://i.etsystatic.com/45010296/r/il/9b5174/5972604686/il_794xN.5972604686_pkf1.jpg,https://i.etsystatic.com/45010296/r/il/5d78b2/5972606548/il_794xN.5972606548_ikhl.jpg,https://i.etsystatic.com/45010296/r/il/2f2702/6020686767/il_794xN.6020686767_mgx9.jpg",, FloralDelightsCo,https://www.etsy.com/shop/FloralDelightsCo,"2,109 Sales"
https://www.etsy.com/listing/1296771763/alpine-green-matte-minimalist-phone-case?click_key=228e6bf15f765d0fe4ca01183e3afc03ebaac49f%3A1296771763&click_sum=c383cf55&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958507-15-2&pro=1&frs=1&search_preloaded_img=1,ALPINE GREEN Matte Minimalist Phone Case | iPhone 16/15/14/13/12 Pro Max MagSafe | Galaxy S24/S23/S22 Ultra | Pixel 7/8/9 | Slim Tough,4.6755,921 reviews,USD 20.13+, MusmeemCases,"https://i.etsystatic.com/35740477/r/il/5d57f6/4434207510/il_794xN.4434207510_ktki.jpg,https://i.etsystatic.com/35740477/r/il/cac49d/4188321937/il_794xN.4188321937_8j9x.jpg,https://i.etsystatic.com/35740477/r/il/43e405/4188322009/il_794xN.4188322009_dec5.jpg,https://i.etsystatic.com/35740477/r/il/c6d38d/4434207514/il_794xN.4434207514_q9tr.jpg,https://i.etsystatic.com/35740477/r/il/fc6792/4188321847/il_794xN.4188321847_6m21.jpg,https://i.etsystatic.com/35740477/r/il/f27da8/4188321959/il_794xN.4188321959_nkjg.jpg,https://i.etsystatic.com/35740477/r/il/80d2b7/4434207522/il_794xN.4434207522_rh8w.jpg,https://i.etsystatic.com/35740477/r/il/4f7aeb/4481557561/il_794xN.4481557561_7e2z.jpg,https://i.etsystatic.com/35740477/r/il/b6f448/4481557555/il_794xN.4481557555_pohx.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/FINAL_VIDEO_2_1_rzbxha.mp4", MusmeemCases,https://www.etsy.com/shop/MusmeemCases,"2,810 Sales"
https://www.etsy.com/listing/1766852552/white-morgan-wallen-impact-resistant?click_key=80d5a68372ca327743ce4d737f69877662b8f816%3A1766852552&click_sum=4f5a0fbd&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958507-15-3,White Morgan Wallen Impact-Resistant Cases UPDATED,3.3333,3 shop reviews,USD 28.73+, daintysins,"https://i.etsystatic.com/50812788/r/il/af1d30/6209239826/il_794xN.6209239826_rqde.jpg,https://i.etsystatic.com/50812788/r/il/2e299f/6209237664/il_794xN.6209237664_230l.jpg,https://i.etsystatic.com/50812788/r/il/55cf51/6209242054/il_794xN.6209242054_mei5.jpg,https://i.etsystatic.com/50812788/r/il/07e572/6209243512/il_794xN.6209243512_6beq.jpg",, daintysins,https://www.etsy.com/shop/daintysins,6 Sales
https://www.etsy.com/listing/1107777540/personalised-orange-pebble-leather-phone?click_key=f4842d7d0c0019da1cc1251964fb7bd65129b936%3A1107777540&click_sum=01de6b6a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958507-15-4,"Personalised Orange Pebble Leather Phone Case, iPhone 13, 13 Pro, 13 Pro Max w Customised Initials",4.5532,445 reviews,USD 22.75+, LuxeLeatherCompany,"https://i.etsystatic.com/25958442/r/il/3de620/4362560986/il_794xN.4362560986_sno6.jpg,https://i.etsystatic.com/25958442/r/il/bdf74b/4511939313/il_794xN.4511939313_ercf.jpg,https://i.etsystatic.com/25958442/r/il/76ff30/4464573066/il_794xN.4464573066_pql6.jpg,https://i.etsystatic.com/25958442/r/il/a573f4/4133327556/il_794xN.4133327556_76tr.jpg,https://i.etsystatic.com/25958442/r/il/de2c16/4365947496/il_794xN.4365947496_rigx.jpg,https://i.etsystatic.com/25958442/r/il/82de15/4046466049/il_794xN.4046466049_fath.jpg",, LuxeLeatherCompany,https://www.etsy.com/shop/LuxeLeatherCompany,"2,979 Sales"
https://www.etsy.com/listing/1483080410/iphone-case-with-card-holder?click_key=b328911391541853f18763cda49a90327781fdf0%3A1483080410&click_sum=0e2ed8b8&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958508-15-1&pro=1&bes=1&ret=1&content_source=048003a5439145afd019a1ec291f279405a9d3ff%253A1483080410,"iPhone Case with Card Holder Personalized for iPhone 15 Pro, 14 Pro Max, iPhone 13 12 11/ Vegan Leather Phone Cover case/ Custom Gift",4.5557,603 reviews,USD 36.45, ixCases,"https://i.etsystatic.com/42689520/r/il/7ee43c/5022113703/il_794xN.5022113703_5zkk.jpg,https://i.etsystatic.com/42689520/r/il/9e544e/4973860822/il_794xN.4973860822_k23i.jpg,https://i.etsystatic.com/42689520/r/il/2cbdf6/4973860814/il_794xN.4973860814_b8ad.jpg,https://i.etsystatic.com/42689520/r/il/333bc6/5022113719/il_794xN.5022113719_9nm2.jpg,https://i.etsystatic.com/42689520/r/il/1ebbaa/5327413926/il_794xN.5327413926_c0rh.jpg,https://i.etsystatic.com/42689520/r/il/d02307/5022113709/il_794xN.5022113709_28oe.jpg,https://i.etsystatic.com/42689520/r/il/8bb0c4/5022113711/il_794xN.5022113711_jltj.jpg,https://i.etsystatic.com/42689520/r/il/0e3279/5022113821/il_794xN.5022113821_gwhz.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/iX_case1_egukny.mp4", ixCases,https://www.etsy.com/shop/ixCases,"4,539 Sales"
https://www.etsy.com/listing/1745636193/chrome-hearts-style-gothic-cross-leather?click_key=a01fddabd9fa01377c7f1a1021fa2a1697626aa9%3A1745636193&click_sum=94edcf70&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958508-15-2&pro=1&pop=1&content_source=b9bfd99e7aa8bdf4655e29e3b9b6569d909e658c%253A1745636193,"Chrome Hearts Style Gothic Cross Leather iPhone Case | Grunge Halloween Goth Phone Cover, Shockproof Protective Phone Case, Gifts, Good Luck",4.8689,61 reviews,USD 26.72, HarborHandicraftCo,"https://i.etsystatic.com/51204373/r/il/2f9ace/6051957958/il_794xN.6051957958_2xmf.jpg,https://i.etsystatic.com/51204373/r/il/e3fc19/6100025761/il_794xN.6100025761_kqzw.jpg,https://i.etsystatic.com/51204373/r/il/63f864/6100025763/il_794xN.6100025763_5u4f.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/video_rgagy7.mp4", HarborHandicraftCo,https://www.etsy.com/shop/HarborHandicraftCo,467 Sales
https://www.etsy.com/listing/1500796378/sons-mother-protective-durable-stylish?click_key=9ddfefe850534e4b0073592c911c21dd2d83cd8b%3A1500796378&click_sum=b052123b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958508-15-3&pro=1&content_source=e3d0b7ed524f318c11a996b3fbf683c31e411a0a%253A1500796378,Son's Mother Protective Durable Stylish Phone Case For iPhone 14 13 12 11 X XS Samsung S23 S22 S21 S20 S10 Note20 Huawei Xiaomi,4.7857,43 shop reviews,USD 19.94, SnapyStyleShop,"https://i.etsystatic.com/44677969/r/il/31dc99/5099803303/il_794xN.5099803303_hz3b.jpg,https://i.etsystatic.com/44677969/r/il/b2af26/5051576064/il_794xN.5051576064_ewu6.jpg,https://i.etsystatic.com/44677969/r/il/74a175/5099803939/il_794xN.5099803939_lc4j.jpg,https://i.etsystatic.com/44677969/r/il/997682/5051576068/il_794xN.5051576068_aywh.jpg,https://i.etsystatic.com/44677969/r/il/6cf038/5099803947/il_794xN.5099803947_121r.jpg,https://i.etsystatic.com/44677969/r/il/32aa15/5051576066/il_794xN.5051576066_o0cn.jpg,https://i.etsystatic.com/44677969/r/il/ea74f8/5051576078/il_794xN.5051576078_b17m.jpg",, SnapyStyleShop,https://www.etsy.com/shop/SnapyStyleShop,274 Sales
https://www.etsy.com/listing/641981815/pressed-flower-dried-fruit-collage-phone?click_key=f7e72589e2c0726a1533c9ecca3c484db4a049ad%3A641981815&click_sum=4c716243&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958508-15-4&pro=1&etp=1&sts=1&content_source=9120bc9f449d40918895af1a4186b2aac812e6d2%253A641981815,"Pressed flower dried fruit collage phone case, iphone 15 14 13 12 11 pro max se x xr xs 7 8 plus case, samsung galaxy s24 s23 s22 s21 case",4.9421,"7,094 reviews",USD 19.99+, SunnyPigStudio,"https://i.etsystatic.com/13948797/r/il/aad13b/2431010957/il_794xN.2431010957_exsh.jpg,https://i.etsystatic.com/13948797/r/il/293e69/2431007141/il_794xN.2431007141_10e1.jpg,https://i.etsystatic.com/13948797/r/il/a187a3/2431017975/il_794xN.2431017975_psod.jpg,https://i.etsystatic.com/13948797/r/il/4d7587/5408848683/il_794xN.5408848683_l35x.jpg",, SunnyPigStudio,https://www.etsy.com/shop/SunnyPigStudio,"28,639 Sales"
https://www.etsy.com/listing/1514632253/custom-pet-phone-case-portraits-using?click_key=70161e13b76a9f6c7e7a14c1fbe4f1e92a66e52e%3A1514632253&click_sum=9ace81db&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958508-15-5&pro=1&sts=1&ret=1&content_source=9b9c55ac35d45cea88604507afa8d0318bc2dbb9%253A1514632253,Custom Pet Phone Case Portraits Using your Pet Photo Personalized Dog Portraits Cat Portraits Custom Dog Portraits Custom Art Pet Drawing,4.905,186 reviews,USD 28.22, FurryCustomsDesign,"https://i.etsystatic.com/26242499/r/il/487778/5266886716/il_794xN.5266886716_jsxj.jpg,https://i.etsystatic.com/26242499/r/il/a0a675/5162029761/il_794xN.5162029761_b8e1.jpg,https://i.etsystatic.com/26242499/r/il/8e65d9/5113892528/il_794xN.5113892528_t9jk.jpg,https://i.etsystatic.com/26242499/r/il/6f0640/5113652848/il_794xN.5113652848_tdxy.jpg,https://i.etsystatic.com/26242499/r/il/d43383/5720730727/il_794xN.5720730727_obau.jpg,https://i.etsystatic.com/26242499/r/il/4f7355/5352033569/il_794xN.5352033569_a1bp.jpg,https://i.etsystatic.com/26242499/r/il/52b24a/5672678940/il_794xN.5672678940_jy48.jpg,https://i.etsystatic.com/26242499/r/il/945dfe/5174475309/il_794xN.5174475309_rb0m.jpg,https://i.etsystatic.com/26242499/r/il/3b1a0e/5672609624/il_794xN.5672609624_byzd.jpg,https://i.etsystatic.com/26242499/r/il/ad23af/5315074771/il_794xN.5315074771_8tyk.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/your_furry_friend_here_1_c5ypnv.mp4", FurryCustomsDesign,https://www.etsy.com/shop/FurryCustomsDesign,579 Sales
https://www.etsy.com/listing/1715776778/japanese-tough-phone-cases-samurai-ronin?click_key=8096c85a9bda74f9c063f1031f4cc5a581d61e35%3A1715776778&click_sum=8865f041&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=phone+cases&ref=search_grid-958508-15-6&content_source=b4eee9962ac4e4fdb832ccb6de1e871185eaf696%253A1715776778,Japanese tough phone cases Samurai Ronin and Oni Mask anime Tough Phone Cases Set of 3 Phone Cases iPhone Samsung Galaxy tough phone case,5,4 shop reviews,USD 34.98, Sleekifyyshop,"https://i.etsystatic.com/52331652/c/1021/811/0/105/il/028ad1/6032828353/il_794xN.6032828353_9evp.jpg,https://i.etsystatic.com/52331652/r/il/db059d/5984758164/il_794xN.5984758164_l96q.jpg,https://i.etsystatic.com/52331652/r/il/25b902/5984752142/il_794xN.5984752142_afpm.jpg,https://i.etsystatic.com/52331652/r/il/fd7214/6032812771/il_794xN.6032812771_ghkd.jpg,https://i.etsystatic.com/52331652/r/il/a4de9f/6032827585/il_794xN.6032827585_8eal.jpg,https://i.etsystatic.com/52331652/r/il/1fa555/5984753394/il_794xN.5984753394_gqmo.jpg,https://i.etsystatic.com/52331652/r/il/79a0ba/6032823579/il_794xN.6032823579_f977.jpg,https://i.etsystatic.com/52331652/r/il/a9ab7f/6011096590/il_794xN.6011096590_nozo.jpg,https://i.etsystatic.com/52331652/r/il/d5024e/6059175293/il_794xN.6059175293_1dls.jpg,https://i.etsystatic.com/52331652/r/il/299768/6059177119/il_794xN.6059177119_16cn.jpg","https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/SLEEkifyy__20240511_204319_0001_zxrxi9.mp4", Sleekifyyshop,https://www.etsy.com/shop/Sleekifyyshop,12 Sales
